[2025-01-06 22:33:54,657] INFO [Remit_agent.database.get_logger:77] Logger initialized: Remit_agent.database
[2025-01-06 22:33:54,674] INFO [Remit_agent.tools.tool_monitoring.get_logger:77] Logger initialized: Remit_agent.tools.tool_monitoring
[2025-01-06 22:33:54,675] INFO [Remit_agent.tools.tools.get_logger:77] Logger initialized: Remit_agent.tools.tools
[2025-01-06 22:33:55,234] INFO [Remit_agent.core.sql_agent.get_logger:77] Logger initialized: Remit_agent.core.sql_agent
[2025-01-06 22:33:55,237] INFO [__main__.get_logger:77] Logger initialized: __main__
[2025-01-06 22:33:55,237] INFO [__main__.main:103] === Starting Database Connection Tests ===
[2025-01-06 22:33:55,237] INFO [__main__.main:104] Database Server: 103.9.51.160
[2025-01-06 22:33:55,248] INFO [__main__.main:105] Database Name: CityRemitSystem
[2025-01-06 22:33:55,248] INFO [__main__.main:106] Whitelisted Tables: dbo.remitTransactions, dbo.customers
[2025-01-06 22:33:55,248] INFO [__main__.main:118] 
=== Running Test: Basic Connection ===
[2025-01-06 22:33:55,248] INFO [__main__.test_basic_connection:20] Testing basic database connection...
[2025-01-06 22:33:56,653] INFO [Remit_agent.database.receive_connect:37] New database connection established
[2025-01-06 22:33:56,737] INFO [__main__.test_basic_connection:29] SQL Server Version: Microsoft SQL Server 2016 (SP2) (KB4052908) - 13.0.5026.0 (X64) 
	Mar 18 2018 09:11:49 
	Copyright (...
[2025-01-06 22:33:56,821] INFO [__main__.main:118] 
=== Running Test: Session Management ===
[2025-01-06 22:33:56,821] INFO [__main__.test_session_management:37] Testing database session management...
[2025-01-06 22:33:57,068] INFO [__main__.main:118] 
=== Running Test: Table Access ===
[2025-01-06 22:33:57,068] INFO [__main__.test_table_access:52] Testing access to whitelisted tables...
[2025-01-06 22:33:57,444] INFO [__main__.main:118] 
=== Running Test: Table Schema ===
[2025-01-06 22:33:57,444] INFO [__main__.test_table_schema:69] Testing direct table schema retrieval...
[2025-01-06 22:33:57,714] INFO [__main__.test_table_schema:91] 
Table: dbo.remitTransactions
[2025-01-06 22:33:57,714] INFO [__main__.test_table_schema:93] Column: id, Type: uniqueidentifier, Length: None, Nullable: NO
[2025-01-06 22:33:57,723] INFO [__main__.test_table_schema:93] Column: receiver_country, Type: char, Length: 2, Nullable: YES
[2025-01-06 22:33:57,724] INFO [__main__.test_table_schema:93] Column: relation, Type: varchar, Length: 50, Nullable: YES
[2025-01-06 22:33:57,724] INFO [__main__.test_table_schema:93] Column: purpose, Type: varchar, Length: 50, Nullable: YES
[2025-01-06 22:33:57,724] INFO [__main__.test_table_schema:93] Column: tax, Type: varchar, Length: 20, Nullable: YES
[2025-01-06 22:33:57,724] INFO [__main__.test_table_schema:93] Column: tax_rate, Type: money, Length: None, Nullable: YES
[2025-01-06 22:33:57,724] INFO [__main__.test_table_schema:93] Column: tax_fee, Type: money, Length: None, Nullable: YES
[2025-01-06 22:33:57,724] INFO [__main__.test_table_schema:93] Column: product, Type: varchar, Length: 50, Nullable: YES
[2025-01-06 22:33:57,725] INFO [__main__.test_table_schema:93] Column: current_status, Type: varchar, Length: 36, Nullable: YES
[2025-01-06 22:33:57,725] INFO [__main__.test_table_schema:93] Column: status_date, Type: datetime, Length: None, Nullable: YES
[2025-01-06 22:33:57,725] INFO [__main__.test_table_schema:93] Column: merchant_id, Type: uniqueidentifier, Length: None, Nullable: YES
[2025-01-06 22:33:57,725] INFO [__main__.test_table_schema:93] Column: merchant_name, Type: varchar, Length: 100, Nullable: YES
[2025-01-06 22:33:57,725] INFO [__main__.test_table_schema:93] Column: merchant_account_number, Type: varchar, Length: 50, Nullable: YES
[2025-01-06 22:33:57,725] INFO [__main__.test_table_schema:93] Column: merchant_account_branch, Type: varchar, Length: 36, Nullable: YES
[2025-01-06 22:33:57,726] INFO [__main__.test_table_schema:93] Column: remarks, Type: varchar, Length: 500, Nullable: YES
[2025-01-06 22:33:57,726] INFO [__main__.test_table_schema:93] Column: status_by, Type: uniqueidentifier, Length: None, Nullable: YES
[2025-01-06 22:33:57,726] INFO [__main__.test_table_schema:93] Column: aml_status, Type: int, Length: None, Nullable: YES
[2025-01-06 22:33:57,726] INFO [__main__.test_table_schema:93] Column: sanction_status, Type: int, Length: None, Nullable: YES
[2025-01-06 22:33:57,726] INFO [__main__.test_table_schema:93] Column: aml_remarks, Type: nvarchar, Length: 1500, Nullable: YES
[2025-01-06 22:33:57,727] INFO [__main__.test_table_schema:93] Column: sanction_remarks, Type: nvarchar, Length: 500, Nullable: YES
[2025-01-06 22:33:57,727] INFO [__main__.test_table_schema:93] Column: api_response_key, Type: varchar, Length: 500, Nullable: YES
[2025-01-06 22:33:57,727] INFO [__main__.test_table_schema:93] Column: forex_margin_type, Type: varchar, Length: 10, Nullable: YES
[2025-01-06 22:33:57,727] INFO [__main__.test_table_schema:93] Column: forex_margin_value, Type: money, Length: None, Nullable: YES
[2025-01-06 22:33:57,727] INFO [__main__.test_table_schema:93] Column: collection_type, Type: varchar, Length: 36, Nullable: YES
[2025-01-06 22:33:57,727] INFO [__main__.test_table_schema:93] Column: create_by, Type: uniqueidentifier, Length: None, Nullable: YES
[2025-01-06 22:33:57,727] INFO [__main__.test_table_schema:93] Column: create_date, Type: datetime, Length: None, Nullable: NO
[2025-01-06 22:33:57,728] INFO [__main__.test_table_schema:93] Column: lock_by, Type: uniqueidentifier, Length: None, Nullable: YES
[2025-01-06 22:33:57,728] INFO [__main__.test_table_schema:93] Column: lock_date, Type: datetime, Length: None, Nullable: YES
[2025-01-06 22:33:57,728] INFO [__main__.test_table_schema:93] Column: update_by, Type: uniqueidentifier, Length: None, Nullable: YES
[2025-01-06 22:33:57,728] INFO [__main__.test_table_schema:93] Column: update_date, Type: datetime, Length: None, Nullable: YES
[2025-01-06 22:33:57,728] INFO [__main__.test_table_schema:93] Column: approve_by, Type: uniqueidentifier, Length: None, Nullable: YES
[2025-01-06 22:33:57,728] INFO [__main__.test_table_schema:93] Column: approve_date, Type: datetime, Length: None, Nullable: YES
[2025-01-06 22:33:57,728] INFO [__main__.test_table_schema:93] Column: api_response_token, Type: nvarchar, Length: 100, Nullable: YES
[2025-01-06 22:33:57,728] INFO [__main__.test_table_schema:93] Column: card_transaction_key, Type: uniqueidentifier, Length: None, Nullable: YES
[2025-01-06 22:33:57,728] INFO [__main__.test_table_schema:93] Column: card_number, Type: varchar, Length: 20, Nullable: YES
[2025-01-06 22:33:57,729] INFO [__main__.test_table_schema:93] Column: remit_card_atm_fee, Type: money, Length: None, Nullable: YES
[2025-01-06 22:33:57,729] INFO [__main__.test_table_schema:93] Column: own_pin_number, Type: varchar, Length: 36, Nullable: YES
[2025-01-06 22:33:57,729] INFO [__main__.test_table_schema:93] Column: campaign_code, Type: varchar, Length: 36, Nullable: YES
[2025-01-06 22:33:57,729] INFO [__main__.test_table_schema:93] Column: reward_point, Type: money, Length: None, Nullable: YES
[2025-01-06 22:33:57,729] INFO [__main__.test_table_schema:93] Column: campaign_discount, Type: money, Length: None, Nullable: YES
[2025-01-06 22:33:57,729] INFO [__main__.test_table_schema:93] Column: reject_reason, Type: nvarchar, Length: 200, Nullable: YES
[2025-01-06 22:33:57,729] INFO [__main__.test_table_schema:93] Column: purpose2, Type: varchar, Length: 36, Nullable: YES
[2025-01-06 22:33:57,729] INFO [__main__.test_table_schema:93] Column: agent_sno, Type: int, Length: None, Nullable: YES
[2025-01-06 22:33:57,729] INFO [__main__.test_table_schema:93] Column: remit_serial_no, Type: int, Length: None, Nullable: YES
[2025-01-06 22:33:57,729] INFO [__main__.test_table_schema:93] Column: row_version, Type: timestamp, Length: None, Nullable: NO
[2025-01-06 22:33:57,730] INFO [__main__.test_table_schema:93] Column: campaign_benefit, Type: money, Length: None, Nullable: YES
[2025-01-06 22:33:57,730] INFO [__main__.test_table_schema:93] Column: process_agent_id, Type: uniqueidentifier, Length: None, Nullable: YES
[2025-01-06 22:33:57,730] INFO [__main__.test_table_schema:93] Column: process_agent_name, Type: varchar, Length: 100, Nullable: YES
[2025-01-06 22:33:57,730] INFO [__main__.test_table_schema:93] Column: process_agent_commission, Type: money, Length: None, Nullable: YES
[2025-01-06 22:33:57,730] INFO [__main__.test_table_schema:93] Column: process_agent_commission_currency, Type: varchar, Length: 3, Nullable: YES
[2025-01-06 22:33:57,914] INFO [__main__.test_table_schema:91] 
Table: dbo.customers
[2025-01-06 22:33:57,914] INFO [__main__.test_table_schema:93] Column: id, Type: uniqueidentifier, Length: None, Nullable: NO
[2025-01-06 22:33:57,914] INFO [__main__.test_table_schema:93] Column: customer_id, Type: varchar, Length: 50, Nullable: YES
[2025-01-06 22:33:57,914] INFO [__main__.test_table_schema:93] Column: full_name, Type: varchar, Length: 150, Nullable: YES
[2025-01-06 22:33:57,914] INFO [__main__.test_table_schema:93] Column: customer_type, Type: varchar, Length: 50, Nullable: YES
[2025-01-06 22:33:57,914] INFO [__main__.test_table_schema:93] Column: customer_category, Type: varchar, Length: 1, Nullable: YES
[2025-01-06 22:33:57,914] INFO [__main__.test_table_schema:93] Column: country, Type: char, Length: 2, Nullable: YES
[2025-01-06 22:33:57,914] INFO [__main__.test_table_schema:93] Column: timezone, Type: varchar, Length: 50, Nullable: YES
[2025-01-06 22:33:57,914] INFO [__main__.test_table_schema:93] Column: profile_picture, Type: varchar, Length: 500, Nullable: YES
[2025-01-06 22:33:57,916] INFO [__main__.test_table_schema:93] Column: current_status, Type: int, Length: None, Nullable: YES
[2025-01-06 22:33:57,916] INFO [__main__.test_table_schema:93] Column: mobile_no, Type: varchar, Length: 20, Nullable: YES
[2025-01-06 22:33:57,916] INFO [__main__.test_table_schema:93] Column: user_language, Type: varchar, Length: 36, Nullable: YES
[2025-01-06 22:33:57,917] INFO [__main__.test_table_schema:93] Column: create_by, Type: uniqueidentifier, Length: None, Nullable: YES
[2025-01-06 22:33:57,917] INFO [__main__.test_table_schema:93] Column: create_date, Type: datetime, Length: None, Nullable: YES
[2025-01-06 22:33:57,917] INFO [__main__.test_table_schema:93] Column: update_by, Type: uniqueidentifier, Length: None, Nullable: YES
[2025-01-06 22:33:57,917] INFO [__main__.test_table_schema:93] Column: update_date, Type: datetime, Length: None, Nullable: YES
[2025-01-06 22:33:57,917] INFO [__main__.test_table_schema:93] Column: lock_by, Type: varchar, Length: 50, Nullable: YES
[2025-01-06 22:33:57,917] INFO [__main__.test_table_schema:93] Column: lock_date, Type: datetime, Length: None, Nullable: YES
[2025-01-06 22:33:57,918] INFO [__main__.test_table_schema:93] Column: is_active, Type: bit, Length: None, Nullable: YES
[2025-01-06 22:33:57,918] INFO [__main__.test_table_schema:93] Column: balance, Type: money, Length: None, Nullable: YES
[2025-01-06 22:33:57,919] INFO [__main__.test_table_schema:93] Column: referal_code, Type: uniqueidentifier, Length: None, Nullable: YES
[2025-01-06 22:33:57,919] INFO [__main__.test_table_schema:93] Column: enable_remittance, Type: bit, Length: None, Nullable: YES
[2025-01-06 22:33:57,919] INFO [__main__.test_table_schema:93] Column: enable_wallet, Type: bit, Length: None, Nullable: YES
[2025-01-06 22:33:57,919] INFO [__main__.test_table_schema:93] Column: enable_online, Type: bit, Length: None, Nullable: YES
[2025-01-06 22:33:57,919] INFO [__main__.test_table_schema:93] Column: delete_customer, Type: bit, Length: None, Nullable: YES
[2025-01-06 22:33:57,919] INFO [__main__.test_table_schema:93] Column: suspend_customer, Type: bit, Length: None, Nullable: YES
[2025-01-06 22:33:57,920] INFO [__main__.test_table_schema:93] Column: approve_by, Type: uniqueidentifier, Length: None, Nullable: YES
[2025-01-06 22:33:57,920] INFO [__main__.test_table_schema:93] Column: approve_date, Type: datetime, Length: None, Nullable: YES
[2025-01-06 22:33:57,921] INFO [__main__.test_table_schema:93] Column: create_agent_key, Type: uniqueidentifier, Length: None, Nullable: YES
[2025-01-06 22:33:57,921] INFO [__main__.test_table_schema:93] Column: sanction_screen, Type: bit, Length: None, Nullable: YES
[2025-01-06 22:33:57,921] INFO [__main__.test_table_schema:93] Column: sanction_status, Type: bit, Length: None, Nullable: YES
[2025-01-06 22:33:57,921] INFO [__main__.test_table_schema:93] Column: sanction_date, Type: datetime, Length: None, Nullable: YES
[2025-01-06 22:33:57,922] INFO [__main__.test_table_schema:93] Column: kyc_status_by, Type: uniqueidentifier, Length: None, Nullable: YES
[2025-01-06 22:33:57,922] INFO [__main__.test_table_schema:93] Column: kyc_status_date, Type: datetime, Length: None, Nullable: YES
[2025-01-06 22:33:57,922] INFO [__main__.test_table_schema:93] Column: kyc_approve, Type: bit, Length: None, Nullable: YES
[2025-01-06 22:33:57,922] INFO [__main__.test_table_schema:93] Column: referal_customer_key, Type: uniqueidentifier, Length: None, Nullable: YES
[2025-01-06 22:33:57,923] INFO [__main__.test_table_schema:93] Column: referal_own_code, Type: varchar, Length: 10, Nullable: YES
[2025-01-06 22:33:57,923] INFO [__main__.test_table_schema:93] Column: points, Type: money, Length: None, Nullable: YES
[2025-01-06 22:33:57,923] INFO [__main__.test_table_schema:93] Column: risk_score, Type: int, Length: None, Nullable: YES
[2025-01-06 22:33:57,923] INFO [__main__.test_table_schema:93] Column: risk_score_detail, Type: varchar, Length: 1000, Nullable: YES
[2025-01-06 22:33:57,923] INFO [__main__.test_table_schema:93] Column: self_risk_score, Type: int, Length: None, Nullable: YES
[2025-01-06 22:33:57,924] INFO [__main__.test_table_schema:93] Column: additional_risk, Type: int, Length: None, Nullable: YES
[2025-01-06 22:33:57,924] INFO [__main__.test_table_schema:93] Column: row_version, Type: timestamp, Length: None, Nullable: NO
[2025-01-06 22:33:58,008] INFO [__main__.main:127] 
=== All tests passed successfully! ===
